AIdent,Activation Day,Branch,City,How Heard Of
184643,8/9/2017,07-Columbus East,COLUMBUS,
184644,8/9/2017,11-Florence,Cresent Springs,
184645,8/9/2017,07-Columbus East,COLUMBUS,
184646,8/9/2017,07-Columbus East,COLUMBUS,
184647,8/9/2017,11-Florence,Newport,Friend/Relative Referral
184648,8/9/2017,09-Lancaster,Lancaster,Other web site
184649,8/9/2017,07-Columbus East,col,
184650,8/9/2017,12-Chicago,Bolingbrook,Flyer
184651,8/9/2017,07-Columbus East,columbus,Indeed
184652,8/9/2017,07-Columbus East,Columbus,Other web site
184653,8/9/2017,12-Chicago,Lockport,Indeed
184655,8/9/2017,05-Elyria,Elyria,Indeed
184656,8/9/2017,03-Independence,Cleveland,Friend/Relative Referral
184657,8/9/2017,06-Akron,akron,Indeed
184658,8/9/2017,10-West Chester,Trenton,Indeed
184659,8/10/2017,11-Florence,Cincinnati ,Friend/Relative Referral
184660,8/10/2017,05-Elyria,Lorain,Friend/Relative Referral
184661,8/10/2017,03-Independence,Cleveland,Friend/Relative Referral
184662,8/10/2017,03-Independence,Cleveland,Craigslist
184663,8/10/2017,08-Columbus West,Columbus,
184664,8/10/2017,12-Chicago,Joliet,
184665,8/10/2017,08-Columbus West,Columbus,
184666,8/10/2017,12-Chicago,Alsip,
184667,8/10/2017,12-Chicago,Chicago,
184668,8/10/2017,07-Columbus East,columbus,Other web site
184669,8/10/2017,12-Chicago,Blue Island,
184670,8/10/2017,12-Chicago,Riverdale,
184671,8/10/2017,10-West Chester,Hamilton,Friend/Relative Referral
184672,8/10/2017,12-Chicago,Joliet,Indeed
184673,8/10/2017,10-West Chester,cincinnati,
184674,8/10/2017,05-Elyria,Lorain,Indeed
184675,8/10/2017,12-Chicago,Sauk Village,
184676,8/10/2017,03-Independence,Cleveland,Craigslist
184677,8/10/2017,12-Chicago,Country Club Hills,
184678,8/10/2017,09-Lancaster,Lancaster,Friend/Relative Referral
184679,8/10/2017,12-Chicago,Country Club Hills,
184680,8/10/2017,03-Independence,Euclid,Other web site
184681,8/10/2017,12-Chicago,Richton Park,
184682,8/10/2017,03-Independence,Euclid,Craigslist
184683,8/10/2017,06-Akron,CLEVELAND,
184684,8/10/2017,06-Akron,CLEVELAND,
184685,8/10/2017,05-Elyria,Elyria,Other web site
184686,8/10/2017,03-Independence,Garfield Heights,Friend/Relative Referral
184687,8/10/2017,03-Independence,garfield heights,Friend/Relative Referral
184688,8/10/2017,05-Elyria,Lorain,
184689,8/10/2017,03-Independence,cleveland,Indeed
184690,8/10/2017,03-Independence,cleveland,Craigslist
184691,8/10/2017,14-Louisville,Louisville,Indeed
184692,8/10/2017,06-Akron,akron,Friend/Relative Referral
184693,8/10/2017,05-Elyria,Lorain,
184694,8/10/2017,08-Columbus West,Columbus,Friend/Relative Referral
184695,8/10/2017,05-Elyria,Elyria,
184696,8/10/2017,12-Chicago,downwers grove,Other web site
184697,8/10/2017,12-Chicago,Downers Grove,Craigslist
184698,8/10/2017,14-Louisville,shepherdsville,Indeed
184699,8/10/2017,11-Florence,Hamilton,Craigslist
184700,8/10/2017,12-Chicago,Chicago,
184701,8/10/2017,12-Chicago,chicago,Friend/Relative Referral
184702,8/10/2017,08-Columbus West,columbus,Flyer
184703,8/10/2017,12-Chicago,Richton park,Other web site
184704,8/10/2017,12-Chicago,Joliet,Friend/Relative Referral
184705,8/10/2017,03-Independence,Cleveland,Friend/Relative Referral
184706,8/10/2017,14-Louisville,Louisville,Other web site
184707,8/10/2017,03-Independence,Cleveland ,Indeed
184708,8/10/2017,12-Chicago,Joliet,Other web site
184709,8/10/2017,11-Florence,Newport,Friend/Relative Referral
184710,8/10/2017,05-Elyria,north ridgeville,Indeed
184711,8/11/2017,06-Akron,Sterling,Newspaper Ad
184712,8/11/2017,14-Louisville,louisville,Indeed
184713,8/11/2017,11-Florence,Elsmere ,
184714,8/11/2017,11-Florence,elizabethtown,Other web site
184715,8/11/2017,08-Columbus West,Columbus,
184716,8/11/2017,11-Florence,Elsmere,
184718,8/11/2017,11-Florence,Cincinnati,Friend/Relative Referral
184719,8/11/2017,12-Chicago,Bolingbrook,
184720,8/11/2017,07-Columbus East,pickerington,
184721,8/11/2017,11-Florence,Covington,
184722,8/11/2017,06-Akron,akron,
184723,8/11/2017,08-Columbus West,grove city ,Friend/Relative Referral
184724,8/11/2017,11-Florence,Covington,
184725,8/11/2017,12-Chicago,Harvey,
184726,8/11/2017,07-Columbus East,Reynoldburgs,Friend/Relative Referral
184727,8/11/2017,05-Elyria,Lorain,Indeed
184728,8/11/2017,11-Florence,Cincinnati,
184729,8/11/2017,05-Elyria,elyria,Other web site
184730,8/11/2017,05-Elyria,elyria,Indeed
184731,8/11/2017,12-Chicago,Bolingbrook,
184732,8/11/2017,12-Chicago,Romeoville,Craigslist
184733,8/11/2017,03-Independence,Brooklyn,Other web site
184734,8/11/2017,05-Elyria,Elyria,
184735,8/11/2017,08-Columbus West,Lewis center ,Friend/Relative Referral
184736,8/11/2017,06-Akron,Canton,Indeed
184737,8/11/2017,11-Florence,cincinnati,Craigslist
184738,8/11/2017,11-Florence,hebron,Friend/Relative Referral
184739,8/11/2017,11-Florence,hebron,Friend/Relative Referral
184740,8/11/2017,07-Columbus East,grove city,Friend/Relative Referral
184741,8/11/2017,03-Independence,cleveland,
184742,8/11/2017,11-Florence,hebron,Friend/Relative Referral
184743,8/11/2017,05-Elyria,Lorain,
184744,8/11/2017,06-Akron,medina,Indeed
184745,8/11/2017,09-Lancaster,lancaster,Friend/Relative Referral
184746,8/11/2017,12-Chicago,Harvey,Flyer
184747,8/11/2017,12-Chicago,harvey,Flyer
184748,8/11/2017,08-Columbus West,Columbus,
184749,8/11/2017,07-Columbus East,Columbus,Friend/Relative Referral
184750,8/11/2017,12-Chicago,Woodridge,Indeed
184751,8/11/2017,12-Chicago,woodridge,Indeed
184752,8/11/2017,08-Columbus West,Columbus,Other web site
184753,8/11/2017,05-Elyria,Lorain,
184754,8/11/2017,12-Chicago,Chicago,Advanced Careers
184755,8/11/2017,12-Chicago,Matteson,Indeed
184756,8/11/2017,06-Akron,Akron,Indeed
184757,8/12/2017,08-Columbus West,Saint Louisville,Monster.com
184758,8/13/2017,08-Columbus West,Columbus,Other web site
184759,8/13/2017,14-Louisville,Radcliff,Other web site
184760,8/13/2017,08-Columbus West,Columbus,Indeed
184761,8/13/2017,10-West Chester,Hamilton ,Craigslist
184762,8/13/2017,12-Chicago,Chicago ,
184763,8/13/2017,14-Louisville,Louisville ,Craigslist
184764,8/14/2017,07-Columbus East,,Advanced Careers
184765,8/14/2017,10-West Chester,Miamisburg,Indeed
184766,8/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
184768,8/14/2017,06-Akron,akron,Newspaper Ad
184769,8/14/2017,14-Louisville,Louisville,Other web site
184770,8/14/2017,14-Louisville,louisville,Other web site
184771,8/14/2017,14-Louisville,hillview,Other web site
184772,8/14/2017,06-Akron,akron,
184773,8/14/2017,07-Columbus East,columbus,Friend/Relative Referral
184774,8/14/2017,12-Chicago,Norridge,
184775,8/14/2017,03-Independence,cleveland,Indeed
184776,8/14/2017,03-Independence,Cleveland,Friend/Relative Referral
184777,8/14/2017,03-Independence,cleveland,Craigslist
184778,8/14/2017,05-Elyria,Lorain,Friend/Relative Referral
184779,8/14/2017,14-Louisville,elizabethtown,Other web site
184780,8/14/2017,03-Independence,Cleveland,Craigslist
184781,8/14/2017,12-Chicago,Alsip,
184782,8/14/2017,06-Akron,akron,Indeed
184783,8/14/2017,07-Columbus East,Columbud,Flyer
184784,8/14/2017,12-Chicago,Woodridge,Friend/Relative Referral
184785,8/14/2017,12-Chicago,Blue Island,
184786,8/14/2017,08-Columbus West,columbus,Friend/Relative Referral
184787,8/14/2017,07-Columbus East,columbus,Friend/Relative Referral
184788,8/14/2017,11-Florence,florence,Friend/Relative Referral
184789,8/14/2017,12-Chicago,Blue Island,
184790,8/14/2017,11-Florence,florence ky,Flyer
184791,8/14/2017,06-Akron,newton falls,
184792,8/14/2017,12-Chicago,Chicago,Craigslist
184793,8/14/2017,11-Florence,erlanger ,Craigslist
184794,8/14/2017,06-Akron,Barberton,Indeed
184795,8/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
184796,8/14/2017,14-Louisville,Louisville,Other web site
184797,8/14/2017,06-Akron,Stow,Indeed
184798,8/14/2017,05-Elyria,Lorain,Indeed
184799,8/14/2017,05-Elyria,Lorain,Other web site
184800,8/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
184801,8/14/2017,05-Elyria,Lorain,Indeed
184802,8/14/2017,05-Elyria,lorain,Friend/Relative Referral
184803,8/14/2017,12-Chicago,bolingbrook,Flyer
184804,8/14/2017,08-Columbus West,Grove City,Other web site
184805,8/14/2017,12-Chicago,Lockport ,
184806,8/14/2017,03-Independence, cleveland,Friend/Relative Referral
184807,8/14/2017,12-Chicago,Lockport ,
184808,8/14/2017,14-Louisville,louisville,Craigslist
184809,8/14/2017,12-Chicago,Chicago,
184810,8/14/2017,03-Independence,cleveland,Flyer
184811,8/14/2017,05-Elyria,Elyria,Friend/Relative Referral
184812,8/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
184813,8/14/2017,03-Independence,parma,Other web site
184814,8/14/2017,12-Chicago,chicago,Craigslist
184815,8/14/2017,11-Florence,leitchfield,Friend/Relative Referral
184816,8/14/2017,14-Louisville,leitchfield,Indeed
184817,8/14/2017,03-Independence,Garfield Hts,Friend/Relative Referral
184818,8/14/2017,06-Akron,BARBERTON OH ,Indeed
184819,8/14/2017,07-Columbus East,columbus,Broadbean
184820,8/14/2017,12-Chicago,Bolingbrook,Indeed
184821,8/14/2017,06-Akron,cuyahoga falls,Indeed
184822,8/14/2017,03-Independence,Bedford ,Other web site
184823,8/14/2017,05-Elyria,Lorain,Other web site
184824,8/14/2017,12-Chicago,Chicago,
184825,8/14/2017,12-Chicago,Matteson,
184826,8/14/2017,12-Chicago,Chicago ,
184827,8/14/2017,08-Columbus West,columbus,Friend/Relative Referral
184828,8/14/2017,03-Independence,cleveland,Monster.com
184829,8/14/2017,08-Columbus West,Commer,Other web site
184830,8/14/2017,05-Elyria,Lorain,Indeed
184831,8/14/2017,12-Chicago,Richton Park ,Friend/Relative Referral
184832,8/14/2017,08-Columbus West,columbus,Friend/Relative Referral
184833,8/14/2017,03-Independence,Cleveland,Monster.com
184834,8/14/2017,12-Chicago,Bolingbrook ,Indeed
184835,8/14/2017,11-Florence,Florence,Friend/Relative Referral
184836,8/14/2017,06-Akron,Akron,Other web site
184837,8/14/2017,07-Columbus East,Columbus ,Friend/Relative Referral
184838,8/14/2017,14-Louisville,Mt. Washington,Other web site
184839,8/14/2017,03-Independence,Warrensville ,Other web site
184840,8/14/2017,12-Chicago,carol Stream,Indeed
184841,8/14/2017,14-Louisville,LOUISVILLE,Other web site
184842,8/14/2017,03-Independence,Bedford heights,Indeed
184843,8/14/2017,14-Louisville,Mt.Washington,Other web site
184844,8/14/2017,14-Louisville,Brooks,
184845,8/14/2017,06-Akron,akron,Friend/Relative Referral
184847,8/14/2017,12-Chicago,Joliet,Friend/Relative Referral
184848,8/14/2017,12-Chicago,Crete,Craigslist
184849,8/14/2017,08-Columbus West,Columbus,Friend/Relative Referral
184850,8/14/2017,08-Columbus West,Columbus,
184851,8/14/2017,07-Columbus East,Columbus,Friend/Relative Referral
184852,8/15/2017,03-Independence,Cleveland ,Indeed
184853,8/15/2017,03-Independence,Cleveland,Friend/Relative Referral
184854,8/15/2017,08-Columbus West,Columbus ,Friend/Relative Referral
184855,8/15/2017,05-Elyria,wellington,Friend/Relative Referral
184856,8/15/2017,03-Independence,Cleveland,Indeed
184857,8/15/2017,06-Akron,akron,
184858,8/15/2017,07-Columbus East,COLUMBUS,
184860,8/15/2017,14-Louisville,Louisville,Indeed
184861,8/15/2017,03-Independence,Cleveland,Other web site
184862,8/15/2017,03-Independence,Cleveland,Other web site
184863,8/15/2017,05-Elyria,Elyria,Indeed
184864,8/15/2017,03-Independence,cleveland,Friend/Relative Referral
184865,8/15/2017,11-Florence,Erlanger,Indeed
184866,8/15/2017,03-Independence,Cleveland,Other web site
184867,8/15/2017,03-Independence,CLEVELAND,Other web site
184868,8/15/2017,03-Independence,Bedford ,Other web site
184869,8/15/2017,03-Independence,Twinsburg,Indeed
184870,8/15/2017,12-Chicago,Naperville,
184871,8/15/2017,12-Chicago,Chicago,
184872,8/15/2017,12-Chicago,Bolingbrook,Flyer
184873,8/15/2017,07-Columbus East,Columbus,Craigslist
184874,8/15/2017,12-Chicago,Cicero,
184875,8/15/2017,12-Chicago,Aurora,
184876,8/15/2017,03-Independence,Cleveland,Other web site
184877,8/15/2017,03-Independence,CLEVELAND,
184878,8/15/2017,07-Columbus East,Columbus,Friend/Relative Referral
184879,8/15/2017,14-Louisville,Shelbyville,Friend/Relative Referral
184880,8/15/2017,07-Columbus East,canal winchester,Friend/Relative Referral
184881,8/15/2017,05-Elyria,Philadelphia,
184882,8/15/2017,14-Louisville,Mount Washington,Indeed
184883,8/15/2017,03-Independence,Maple,Indeed
184884,8/15/2017,05-Elyria,Elyria,Friend/Relative Referral
184885,8/15/2017,12-Chicago,Hillside,Craigslist
184886,8/15/2017,03-Independence,Euclid,
184887,8/15/2017,05-Elyria,Lorain,Other web site
184888,8/15/2017,03-Independence,,Advanced Careers
184889,8/15/2017,03-Independence,SHAKER HTS,
184890,8/15/2017,08-Columbus West,columbus,Friend/Relative Referral
184891,8/15/2017,14-Louisville,Louisville,Other web site
184892,8/15/2017,03-Independence,Cleveland,Indeed
184893,8/15/2017,08-Columbus West,Columbus ,Friend/Relative Referral
184894,8/15/2017,06-Akron,Bath,Newspaper Ad
184895,8/15/2017,11-Florence,florence,Friend/Relative Referral
184896,8/15/2017,08-Columbus West,columbus,Friend/Relative Referral
184897,8/15/2017,10-West Chester,Cincinnati,Flyer
184898,8/15/2017,06-Akron,Akron,
184899,8/15/2017,06-Akron,Akron,
184900,8/15/2017,08-Columbus West,,Advanced Careers
184901,8/15/2017,06-Akron,Akron,
184902,8/15/2017,08-Columbus West,Collumbus,
184903,8/15/2017,07-Columbus East,Westerville,
184904,8/15/2017,06-Akron,Akron,
184905,8/15/2017,12-Chicago,Aurora,Craigslist
184906,8/15/2017,07-Columbus East,Indianapolis,
184907,8/15/2017,07-Columbus East,indianapolis,Friend/Relative Referral
184908,8/15/2017,12-Chicago,Naperville,Friend/Relative Referral
184909,8/15/2017,08-Columbus West,,Advanced Careers
184910,8/15/2017,08-Columbus West,columbus,Friend/Relative Referral
184911,8/15/2017,14-Louisville,radcliff,Other web site
184912,8/15/2017,14-Louisville,Radcliff,Craigslist
184913,8/15/2017,14-Louisville,radcliff ,Craigslist
184914,8/15/2017,12-Chicago,University Park,
184915,8/15/2017,03-Independence,Columbus ,Friend/Relative Referral
184916,8/15/2017,14-Louisville,Rineyville,Indeed
184917,8/15/2017,12-Chicago,Markham,Indeed
184918,8/15/2017,14-Louisville,Shepherdsville,Friend/Relative Referral
184919,8/15/2017,12-Chicago,Chicago,Friend/Relative Referral
184920,8/15/2017,14-Louisville,LOUISVILLE,Craigslist
184921,8/15/2017,08-Columbus West,columbus ,Other web site
184922,8/15/2017,06-Akron,Barberton,
184923,8/15/2017,12-Chicago,Chicago,
184924,8/15/2017,03-Independence,Lakewood,Other web site
184925,8/15/2017,08-Columbus West,Columbus,Other web site
184926,8/16/2017,08-Columbus West,Columbus ,Friend/Relative Referral
184927,8/16/2017,06-Akron,Kent,Indeed
184928,8/16/2017,03-Independence,Cleveland,
184929,8/16/2017,14-Louisville,LOUISVILLE,Indeed
184930,8/16/2017,07-Columbus East,colombus,Friend/Relative Referral
184931,8/16/2017,12-Chicago,Montogmery,Friend/Relative Referral
184932,8/16/2017,14-Louisville,louisville,Craigslist
184933,8/16/2017,03-Independence,Cleveland Hts,Friend/Relative Referral
184934,8/16/2017,05-Elyria,Elyria ,Other web site
184935,8/16/2017,11-Florence,Cincinnati,Other web site
184936,8/16/2017,05-Elyria,Grafton,
184937,8/16/2017,03-Independence,MAPLE HEIGHTS,Other web site
184938,8/16/2017,12-Chicago,Chicago ,Craigslist
184939,8/16/2017,14-Louisville,Vine Grove,Other web site
184940,8/16/2017,11-Florence,demossville,Craigslist
184941,8/16/2017,11-Florence,cincinnati ,Friend/Relative Referral
184942,8/16/2017,06-Akron,Akron,Monster.com
184943,8/16/2017,06-Akron,akron,Craigslist
184944,8/16/2017,03-Independence,Maple Hts. ,
184945,8/16/2017,11-Florence,cincinnati ,Friend/Relative Referral
184946,8/16/2017,03-Independence,East Cleveland,Other web site
184947,8/16/2017,05-Elyria,South Amherst,Other web site
184948,8/16/2017,06-Akron,Akron,Other web site
184949,8/16/2017,05-Elyria,Maple Heights,Indeed
184950,8/16/2017,14-Louisville,Louisville,Indeed
184951,8/16/2017,08-Columbus West,Galloway,Friend/Relative Referral
184952,8/16/2017,14-Louisville,Louisville,Indeed
184954,8/16/2017,14-Louisville,Shepherdsville,Craigslist
184955,8/16/2017,07-Columbus East,CLUMBUS,
184956,8/16/2017,10-West Chester,Middletown,Craigslist
184957,8/16/2017,14-Louisville,Louisville,Indeed
184958,8/16/2017,07-Columbus East,COLUMBUS,
184959,8/16/2017,07-Columbus East,columbus,Friend/Relative Referral
184960,8/16/2017,07-Columbus East,COLUMBUS,
184961,8/16/2017,07-Columbus East,COLUMBUS,
184962,8/16/2017,07-Columbus East,COLUMBUS,
184963,8/16/2017,12-Chicago,Lynwood,Craigslist
184964,8/16/2017,12-Chicago,Lansing,Friend/Relative Referral
184965,8/16/2017,11-Florence,cincinnati,
184966,8/16/2017,08-Columbus West,columbus,Friend/Relative Referral
184967,8/16/2017,03-Independence,Cleveland,Friend/Relative Referral
184968,8/16/2017,10-West Chester,cincinnati,Other web site
184969,8/16/2017,06-Akron,orrville,Indeed
184971,8/16/2017,07-Columbus East,COLUMBUS,
184972,8/16/2017,14-Louisville,Louisville,Craigslist
184973,8/16/2017,07-Columbus East,columbus,
184974,8/16/2017,05-Elyria,elyria,Other web site
184975,8/16/2017,07-Columbus East,COLUMBUS,
184976,8/16/2017,07-Columbus East,COLUMBUS,
184977,8/16/2017,06-Akron,cleve,Indeed
184978,8/16/2017,07-Columbus East,COLUMBUS,
184979,8/16/2017,11-Florence,Cincinnati ,Friend/Relative Referral
184980,8/16/2017,06-Akron,Cleveland,
184981,8/16/2017,07-Columbus East,COLUMBUS,
184982,8/16/2017,07-Columbus East,COLUMBUS,
184983,8/16/2017,07-Columbus East,COLUMBUS,
184984,8/16/2017,03-Independence,Cleveland,Indeed
184985,8/16/2017,07-Columbus East,COLUMBUS,
184986,8/16/2017,07-Columbus East,COLUMBUS,
184987,8/16/2017,07-Columbus East,COLUMBUS,
184988,8/16/2017,12-Chicago,Sauk Village,
184989,8/16/2017,12-Chicago,Chicago Heights,
184990,8/16/2017,14-Louisville,mount washington ,Other web site
184991,8/16/2017,07-Columbus East,canal winchester,Friend/Relative Referral
184992,8/16/2017,11-Florence,florence,
184993,8/16/2017,11-Florence,florence ,
184994,8/16/2017,12-Chicago,Park Forest,
184995,8/16/2017,03-Independence,Cleveland,Friend/Relative Referral
184996,8/16/2017,12-Chicago,Park Forest,
184997,8/16/2017,03-Independence,Akron,Other web site
184998,8/16/2017,07-Columbus East,Columbus,
184999,8/16/2017,12-Chicago,Homewood ,
185000,8/16/2017,07-Columbus East,COLUMBUS,
185001,8/16/2017,07-Columbus East,COLUMBUS,
185002,8/16/2017,07-Columbus East,COLUMBUS,
185003,8/16/2017,12-Chicago,Bolingbrook,Other web site
185004,8/16/2017,10-West Chester,MORROW,Other web site
185005,8/16/2017,03-Independence,Cleveland,Other web site
185006,8/16/2017,14-Louisville,ALBANY,Craigslist
185007,8/16/2017,12-Chicago,Monee,
185008,8/16/2017,12-Chicago,Chicago Heights ,
185009,8/16/2017,14-Louisville,Hodgenville,Other web site
185010,8/17/2017,03-Independence,Cleveland,Other web site
185011,8/17/2017,11-Florence,Belleuve,Craigslist
185012,8/17/2017,03-Independence,,Advanced Careers
185013,8/17/2017,03-Independence,CLEVELAND,Craigslist
185014,8/17/2017,07-Columbus East,columbus ,Friend/Relative Referral
185015,8/17/2017,05-Elyria,Lorain,Other web site
185016,8/17/2017,05-Elyria,Lorain,Friend/Relative Referral
185017,8/17/2017,06-Akron,Cleveland ,Advanced Careers
185018,8/17/2017,11-Florence,Florence,Friend/Relative Referral
185019,8/17/2017,11-Florence,florence,Craigslist
185020,8/17/2017,03-Independence,brook park,Other web site
185021,8/17/2017,03-Independence,Parma Heights ,Friend/Relative Referral
185022,8/17/2017,08-Columbus West,Columbus,
185023,8/17/2017,12-Chicago,Lockport,Flyer
185024,8/17/2017,06-Akron,Akron,
185025,8/17/2017,03-Independence,cleveland heights,Friend/Relative Referral
185026,8/17/2017,03-Independence,cleveland heights ,Indeed
185027,8/17/2017,06-Akron,,Advanced Careers
185028,8/17/2017,05-Elyria,elyria,
185029,8/17/2017,03-Independence,maple heights,Other web site
185030,8/17/2017,12-Chicago,Country Club Hills,
185031,8/17/2017,12-Chicago,Dolton,Flyer
185032,8/17/2017,12-Chicago,Robbins,
185033,8/17/2017,07-Columbus East,columbus,Other web site
185034,8/17/2017,03-Independence,cleveland,Indeed
185035,8/17/2017,03-Independence,cleveland ,Indeed
185036,8/17/2017,14-Louisville,SONARA,
